downloaded from https://www.e-stat.go.jp/dbview?sid=0003412315
STAT_NAME	00200524	人口推計
STATISTICS_NAME	人口推計 2019年10月1日現在人口推計
TITLE	表番号 003 年齢（５階級），男女別人口及び割合－総人口
cat01_code	男女別	cat02_code	人口・割合	cat03_code	年齢5階級	area_code	全国	time_code	時間軸（年）	unit	value	annotation
cat01_code	GenderGroup	cat02_code	numeric	cat03_code	AgeGroup	area_code	Area	time_code	year	unit	value	annotation
000	男女計	001	人口	01000	総数	00000	全国	2015000001	2015	thousands	127095	
000	男女計	001	人口	01000	総数	00000	全国	2016000001	2016	thousands	126933	
000	男女計	001	人口	01000	総数	00000	全国	2017000001	2017	thousands	126706	
000	男女計	001	人口	01000	総数	00000	全国	2018000001	2018	thousands	126443	
000	男女計	001	人口	01000	総数	00000	全国	2019000000	2019	thousands	126167	
000	男女計	001	人口	01001	0-4	00000	全国	2015000001	2015	thousands	5006	
000	男女計	001	人口	01001	0-4	00000	全国	2016000001	2016	thousands	4963	
000	男女計	001	人口	01001	0-4	00000	全国	2017000001	2017	thousands	4909	
000	男女計	001	人口	01001	0-4	00000	全国	2018000001	2018	thousands	4838	
000	男女計	001	人口	01001	0-4	00000	全国	2019000000	2019	thousands	4758	
000	男女計	001	人口	01002	5-9	00000	全国	2015000001	2015	thousands	5319	
000	男女計	001	人口	01002	5-9	00000	全国	2016000001	2016	thousands	5303	
000	男女計	001	人口	01002	5-9	00000	全国	2017000001	2017	thousands	5251	
000	男女計	001	人口	01002	5-9	00000	全国	2018000001	2018	thousands	5184	
000	男女計	001	人口	01002	5-9	00000	全国	2019000000	2019	thousands	5101	
000	男女計	001	人口	01003	10-14	00000	全国	2015000001	2015	thousands	5620	
000	男女計	001	人口	01003	10-14	00000	全国	2016000001	2016	thousands	5514	
000	男女計	001	人口	01003	10-14	00000	全国	2017000001	2017	thousands	5432	
000	男女計	001	人口	01003	10-14	00000	全国	2018000001	2018	thousands	5392	
000	男女計	001	人口	01003	10-14	00000	全国	2019000000	2019	thousands	5351	
000	男女計	001	人口	01004	15-19	00000	全国	2015000001	2015	thousands	6054	
000	男女計	001	人口	01004	15-19	00000	全国	2016000001	2016	thousands	6040	
000	男女計	001	人口	01004	15-19	00000	全国	2017000001	2017	thousands	5995	
000	男女計	001	人口	01004	15-19	00000	全国	2018000001	2018	thousands	5907	
000	男女計	001	人口	01004	15-19	00000	全国	2019000000	2019	thousands	5820	
000	男女計	001	人口	01005	20-24	00000	全国	2015000001	2015	thousands	6091	
000	男女計	001	人口	01005	20-24	00000	全国	2016000001	2016	thousands	6150	
000	男女計	001	人口	01005	20-24	00000	全国	2017000001	2017	thousands	6228	
000	男女計	001	人口	01005	20-24	00000	全国	2018000001	2018	thousands	6330	
000	男女計	001	人口	01005	20-24	00000	全国	2019000000	2019	thousands	6388	
000	男女計	001	人口	01006	25-29	00000	全国	2015000001	2015	thousands	6532	
000	男女計	001	人口	01006	25-29	00000	全国	2016000001	2016	thousands	6393	
000	男女計	001	人口	01006	25-29	00000	全国	2017000001	2017	thousands	6291	
000	男女計	001	人口	01006	25-29	00000	全国	2018000001	2018	thousands	6223	
000	男女計	001	人口	01006	25-29	00000	全国	2019000000	2019	thousands	6240	
000	男女計	001	人口	01007	30-34	00000	全国	2015000001	2015	thousands	7396	
000	男女計	001	人口	01007	30-34	00000	全国	2016000001	2016	thousands	7257	
000	男女計	001	人口	01007	30-34	00000	全国	2017000001	2017	thousands	7112	
000	男女計	001	人口	01007	30-34	00000	全国	2018000001	2018	thousands	6936	
000	男女計	001	人口	01007	30-34	00000	全国	2019000000	2019	thousands	6752	
000	男女計	001	人口	01008	35-39	00000	全国	2015000001	2015	thousands	8417	
000	男女計	001	人口	01008	35-39	00000	全国	2016000001	2016	thousands	8117	
000	男女計	001	人口	01008	35-39	00000	全国	2017000001	2017	thousands	7884	
000	男女計	001	人口	01008	35-39	00000	全国	2018000001	2018	thousands	7694	
000	男女計	001	人口	01008	35-39	00000	全国	2019000000	2019	thousands	7551	
000	男女計	001	人口	01009	40-44	00000	全国	2015000001	2015	thousands	9847	
000	男女計	001	人口	01009	40-44	00000	全国	2016000001	2016	thousands	9713	
000	男女計	001	人口	01009	40-44	00000	全国	2017000001	2017	thousands	9443	
000	男女計	001	人口	01009	40-44	00000	全国	2018000001	2018	thousands	9093	
000	男女計	001	人口	01009	40-44	00000	全国	2019000000	2019	thousands	8718	
000	男女計	001	人口	01010	45-49	00000	全国	2015000001	2015	thousands	8766	
000	男女計	001	人口	01010	45-49	00000	全国	2016000001	2016	thousands	9282	
000	男女計	001	人口	01010	45-49	00000	全国	2017000001	2017	thousands	9457	
000	男女計	001	人口	01010	45-49	00000	全国	2018000001	2018	thousands	9666	
000	男女計	001	人口	01010	45-49	00000	全国	2019000000	2019	thousands	9802	
000	男女計	001	人口	01011	50-54	00000	全国	2015000001	2015	thousands	8024	
000	男女計	001	人口	01011	50-54	00000	全国	2016000001	2016	thousands	7904	
000	男女計	001	人口	01011	50-54	00000	全国	2017000001	2017	thousands	8156	
000	男女計	001	人口	01011	50-54	00000	全国	2018000001	2018	thousands	8360	
000	男女計	001	人口	01011	50-54	00000	全国	2019000000	2019	thousands	8567	
000	男女計	001	人口	01012	55-59	00000	全国	2015000001	2015	thousands	7601	
000	男女計	001	人口	01012	55-59	00000	全国	2016000001	2016	thousands	7546	
000	男女計	001	人口	01012	55-59	00000	全国	2017000001	2017	thousands	7592	
000	男女計	001	人口	01012	55-59	00000	全国	2018000001	2018	thousands	7651	
000	男女計	001	人口	01012	55-59	00000	全国	2019000000	2019	thousands	7711	
000	男女計	001	人口	01013	60-64	00000	全国	2015000001	2015	thousands	8552	
000	男女計	001	人口	01013	60-64	00000	全国	2016000001	2016	thousands	8160	
000	男女計	001	人口	01013	60-64	00000	全国	2017000001	2017	thousands	7804	
000	男女計	001	人口	01013	60-64	00000	全国	2018000001	2018	thousands	7591	
000	男女計	001	人口	01013	60-64	00000	全国	2019000000	2019	thousands	7523	
000	男女計	001	人口	01014	65-69	00000	全国	2015000001	2015	thousands	9759	
000	男女計	001	人口	01014	65-69	00000	全国	2016000001	2016	thousands	10275	
000	男女計	001	人口	01014	65-69	00000	全国	2017000001	2017	thousands	9921	
000	男女計	001	人口	01014	65-69	00000	全国	2018000001	2018	thousands	9368	
000	男女計	001	人口	01014	65-69	00000	全国	2019000000	2019	thousands	8709	
000	男女計	001	人口	01015	70-74	00000	全国	2015000001	2015	thousands	7787	
000	男女計	001	人口	01015	70-74	00000	全国	2016000001	2016	thousands	7408	
000	男女計	001	人口	01015	70-74	00000	全国	2017000001	2017	thousands	7749	
000	男女計	001	人口	01015	70-74	00000	全国	2018000001	2018	thousands	8234	
000	男女計	001	人口	01015	70-74	00000	全国	2019000000	2019	thousands	8686	
000	男女計	001	人口	01016	75-79	00000	全国	2015000001	2015	thousands	6354	
000	男女計	001	人口	01016	75-79	00000	全国	2016000001	2016	thousands	6526	
000	男女計	001	人口	01016	75-79	00000	全国	2017000001	2017	thousands	6738	
000	男女計	001	人口	01016	75-79	00000	全国	2018000001	2018	thousands	6932	
000	男女計	001	人口	01016	75-79	00000	全国	2019000000	2019	thousands	7241	
000	男女計	001	人口	01017	80-84	00000	全国	2015000001	2015	thousands	5026	
000	男女計	001	人口	01017	80-84	00000	全国	2016000001	2016	thousands	5181	
000	男女計	001	人口	01017	80-84	00000	全国	2017000001	2017	thousands	5293	
000	男女計	001	人口	01017	80-84	00000	全国	2018000001	2018	thousands	5347	
000	男女計	001	人口	01017	80-84	00000	全国	2019000000	2019	thousands	5328	
000	男女計	001	人口	01018	85-89	00000	全国	2015000001	2015	thousands	3156	
000	男女計	001	人口	01018	85-89	00000	全国	2016000001	2016	thousands	3275	
000	男女計	001	人口	01018	85-89	00000	全国	2017000001	2017	thousands	3396	
000	男女計	001	人口	01018	85-89	00000	全国	2018000001	2018	thousands	3514	
